id,source,AG98_wtpct,AG22_wtpct,AG23_wtpct,SodaF_wtpct,PotashF_wtpct,Crushing_wtpct,ETP_wtpct,NaSil_wtpct,MOR_MPa,WA_pct,Shrinkage_pct,press_bar,dryer_time_min,kiln_time_min,kiln_temp_C,calorific_NG_Kcal_Nm3,dryer_temp_C,gas_Nm3_per_m2,green_length_mm,green_width_mm,green_thickness_mm,green_weight_g,fired_length_mm,fired_weight_g,cost_Tk_per_kg,CO2_kg_per_kg
1,synthetic,18.869780242779818,3.1583176596280786,14.292989599556911,37.32174598399738,19.88157620341555,2.1412660218314743,3.0731845868004317,1.261139701990353,65.70503534660217,0.5560078271047006,12.01085260787392,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.432048977868082,0.09778793220105607
2,synthetic,18.93032152638477,2.692170449013319,12.251929689477835,41.10883143686354,17.59558616962807,3.390147483272903,2.7082516320887313,1.32276161327083,61.762202313194535,0.6285983243790275,11.177650466297633,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.462166098100891,0.1026997147156706
3,synthetic,16.77262984064934,3.956047036592355,14.465605606610989,39.00787810496605,20.448684479516334,2.2919580617779514,2.5133931040997375,0.5438037657872288,55.585408798791605,1.2147036429585085,10.804393657682315,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.38279707627803,0.09381399900136028
4,synthetic,15.77144746033774,3.5245734298636817,13.723810779539086,39.34180067809862,21.77256812703947,2.488738037207228,2.4075056766383556,0.9695558112758079,47.72296712203908,1.1560154487535224,10.18,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.43679016433609,0.09430692437638633
5,synthetic,18.501325510011245,2.9685499620730615,14.161299006976005,37.65460103161857,20.63335050247761,2.5812175685452616,2.3171609143232685,1.1824955039749754,65.36637728360111,0.7161868015706465,11.027970097463005,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.439428569884774,0.09770177394068887
6,synthetic,18.824994287080127,3.452077480000886,12.76789700328998,40.6140389500601,18.914450125217893,2.455925147093918,2.0338996180247335,0.9367173892323624,53.681265755371186,0.8969526446028122,10.767645273688654,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.502815034035631,0.09553728707756004
7,synthetic,18.309582573634476,3.3355482285119176,13.919491045532068,38.61320773482938,19.650194782291713,2.6095802921601057,2.895422423132638,0.6669729199077039,61.535716295477734,0.9781827125963651,11.318807460369683,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.34319575604256,0.09717646931286138
8,synthetic,15.590029510602577,3.942846496824272,14.542903453538035,39.2826207411223,19.897949936675246,2.398804942189279,3.0660940150824967,1.2787509039657947,56.57756197070682,0.8028607570628203,11.344265202746124,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.46672570090679,0.09750628212065125
9,synthetic,16.52978312075326,3.3688293534128437,10.883863914696159,41.35994203641716,20.996299988646626,3.137779294752815,2.7914092515460305,0.9320930397751037,42.13489852217838,1.1595036308892672,10.226935987718216,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.399131498674138,0.09684504332885296
10,synthetic,16.734349022674184,3.3863732372221254,10.114019355148487,41.88814998695299,21.709914492690118,2.7234551554143502,2.8610087499753147,0.5827299999224386,41.854782199999995,1.3207119377052154,10.18,100,45,90,1210,8300,180.0,1.4115,109.2,54.6,9.8,98.5,98.0,95.05,7.370579243048154,0.09284611555828891
